,0,1,2,3,4
0.0,-4.501729038364351e-17,-1.590391305079563e-16,5.164313178346867e-16,0.0,1.0
0.005,0.22980174096892256,0.376874989672122,0.6599765847989347,0.6974216365417747,7.81242578344332e-16
0.01,0.3097444817729459,0.5088262778053294,0.8909041895314882,0.5168124558189398,1.44593652306206e-16
0.015,0.3097444817729459,0.5088262778053294,0.8909041895314882,0.5168124558189398,1.44593652306206e-16
0.02,0.3097444817729459,0.5088262778053294,0.8909041895314882,0.5168124558189398,1.44593652306206e-16
0.025,0.3097444817729459,0.5088262778053294,0.8909041895314882,0.5168124558189398,1.44593652306206e-16
0.03,0.3097444817729459,0.5088262778053294,0.8909041895314882,0.5168124558189398,1.44593652306206e-16
0.035,0.3097444817729459,0.5088262778053294,0.8909041895314882,0.5168124558189398,1.44593652306206e-16
0.04,0.3097444817729459,0.5088262778053294,0.8909041895314882,0.5168124558189398,1.44593652306206e-16
0.045,0.3097444817729459,0.5088262778053294,0.8909041895314882,0.5168124558189398,1.44593652306206e-16
0.05,0.3287219597758905,0.5465429741483555,0.8907273147959685,0.4802033333390497,2.885614195369264e-16
0.055,0.3633398828654983,0.6067323406426794,0.9318258686068279,0.4307168860667215,6.563291004412697e-16
0.06,0.3633398828654983,0.6067323406426794,0.9318258686068279,0.4307168860667215,6.563291004412697e-16
0.065,0.3633398828654983,0.6067323406426794,0.9318258686068279,0.4307168860667215,6.563291004412697e-16
0.07,0.3633398828654983,0.6067323406426794,0.9318258686068279,0.4307168860667215,6.563291004412697e-16
0.075,0.3633398828654983,0.6067323406426794,0.9318258686068279,0.4307168860667215,6.563291004412697e-16
0.08,0.3633398828654983,0.6067323406426794,0.9318258686068279,0.4307168860667215,6.563291004412697e-16
0.085,0.3633398828654983,0.6067323406426794,0.9318258686068279,0.4307168860667215,6.563291004412697e-16
0.09,0.3633398828654983,0.6067323406426794,0.9318258686068279,0.4307168860667215,6.563291004412697e-16
0.095,0.3633398828654983,0.6067323406426794,0.9318258686068279,0.4307168860667215,6.563291004412697e-16
0.1,0.3633398828654983,0.6067323406426794,0.9318258686068279,0.4307168860667215,6.563291004412697e-16
0.105,0.3633398828654983,0.6067323406426794,0.9318258686068279,0.4307168860667215,6.563291004412697e-16
0.11,0.3633398828654983,0.6067323406426794,0.9318258686068279,0.4307168860667215,6.563291004412697e-16
0.115,0.3633398828654983,0.6067323406426794,0.9318258686068279,0.4307168860667215,6.563291004412697e-16
0.12,0.3633398828654983,0.6067323406426794,0.9318258686068279,0.4307168860667215,6.563291004412697e-16
0.125,0.3633398828654983,0.6067323406426794,0.9318258686068279,0.4307168860667215,6.563291004412697e-16
0.13,0.3633398828654983,0.6067323406426794,0.9318258686068279,0.4307168860667215,6.563291004412697e-16
0.135,0.3633398828654983,0.6067323406426794,0.9318258686068279,0.4307168860667215,6.563291004412697e-16
0.14,0.3633398828654983,0.6067323406426794,0.9318258686068279,0.4307168860667215,6.563291004412697e-16
0.145,0.3633398828654983,0.6067323406426794,0.9318258686068279,0.4307168860667215,6.563291004412697e-16
0.15,0.3633398828654983,0.6067323406426794,0.9318258686068279,0.4307168860667215,6.563291004412697e-16
0.155,0.3633398828654983,0.6067323406426794,0.9318258686068279,0.4307168860667215,6.563291004412697e-16
0.16,0.3633398828654983,0.6067323406426794,0.9318258686068279,0.4307168860667215,6.563291004412697e-16
0.165,0.3633398828654983,0.6067323406426794,0.9318258686068279,0.4307168860667215,6.563291004412697e-16
0.17,0.3633398828654983,0.6067323406426794,0.9318258686068279,0.4307168860667215,6.563291004412697e-16
0.17500000000000002,0.3633398828654983,0.6067323406426794,0.9318258686068279,0.4307168860667215,6.563291004412697e-16
0.18,0.3633398828654983,0.6067323406426794,0.9318258686068279,0.4307168860667215,6.563291004412697e-16
0.185,0.3633398828654983,0.6067323406426794,0.9318258686068279,0.4307168860667215,6.563291004412697e-16
0.19,0.3633398828654983,0.6067323406426794,0.9318258686068279,0.4307168860667215,6.563291004412697e-16
0.195,0.3633398828654983,0.6067323406426794,0.9318258686068279,0.4307168860667215,6.563291004412697e-16
0.2,0.3633398828654983,0.6067323406426794,0.9318258686068279,0.4307168860667215,6.563291004412697e-16
0.20500000000000002,0.3633398828654983,0.6067323406426794,0.9318258686068279,0.4307168860667215,6.563291004412697e-16
0.21,0.3633398828654983,0.6067323406426794,0.9318258686068279,0.4307168860667215,6.563291004412697e-16
0.215,0.3633398828654983,0.6067323406426794,0.9318258686068279,0.4307168860667215,6.563291004412697e-16
0.22,0.3633398828654983,0.6067323406426794,0.9318258686068279,0.4307168860667215,6.563291004412697e-16
0.225,0.3633398828654983,0.6067323406426794,0.9318258686068279,0.4307168860667215,6.563291004412697e-16
0.23,0.3633398828654983,0.6067323406426794,0.9318258686068279,0.4307168860667215,6.563291004412697e-16
0.23500000000000001,0.3633398828654983,0.6067323406426794,0.9318258686068279,0.4307168860667215,6.563291004412697e-16
0.24,0.3633398828654983,0.6067323406426794,0.9318258686068279,0.4307168860667215,6.563291004412697e-16
0.245,0.3633398828654983,0.6067323406426794,0.9318258686068279,0.4307168860667215,6.563291004412697e-16
0.25,0.3633398828654983,0.6067323406426794,0.9318258686068279,0.4307168860667215,6.563291004412697e-16
0.255,0.3633398828654983,0.6067323406426794,0.9318258686068279,0.4307168860667215,6.563291004412697e-16
